pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_CHROMOSOME_SEGREGATION,1.1853116184244839e-5,0.011087561302068043,-0.4784618846927052,-1.8023452057959604,0,228,"KIFC1, DMC1, SPC24, FMN2, CCDC155, DLGAP5, CENPA, SPAG5, NUSAP1, CENPW, CDCA8, PSRC1, SYCE1L, AURKB, GEM, PTTG1, ESPL1, NCAPH, ERCC6L, NUF2, ESCO2, BUB1, NCAPD2, PRC1, CCNB1, INCENP, CENPO, CDCA2, KIF11, CENPI, BIRC5, TOP2A, RACGAP1, CENPF, BUB1B, SYCP2, FAM83D, HJURP, KIF2C, ZWINT, CEP55, TTK, MAD2L1, CENPM, SMC4, KIF14, CENPE, DSCC1, KIF4A, PLK1, KIF18A, NEK2, KIF4B, KIF18B, CDC20, KIF23, 
NCAPG, NDC80, SPC25, TRIP13, SYCE2, DDX11, CDCA5, SKA2, FANCD2, DSN1, NCAPD3, KIF22, SKA3, ITGB3BP, KLHL22, CENPQ, KNTC1, RANGAP1, FANCM"
GO_NUCLEAR_CHROMOSOME_SEGREGATION,1.2169299291746781e-5,0.011087561302068043,-0.4968002098038627,-1.8365949348601798,0,188,"KIFC1, DMC1, SPC24, FMN2, CCDC155, DLGAP5, CENPA, SPAG5, NUSAP1, CDCA8, PSRC1, SYCE1L, AURKB, GEM, PTTG1, ESPL1, NCAPH, ERCC6L, NUF2, BUB1, NCAPD2, PRC1, CCNB1, INCENP, CENPO, CENPI, BIRC5, TOP2A, RACGAP1, CENPF, BUB1B, SYCP2, FAM83D, KIF2C, ZWINT, CEP55, MAD2L1, CENPM, SMC4, KIF14, CENPE, DSCC1, KIF4A, PLK1, KIF18A, NEK2, KIF4B, KIF18B, CDC20, KIF23, NCAPG, NDC80, SPC25, TRIP13, SYCE2, 
DDX11, CDCA5, SKA2, FANCD2, DSN1, NCAPD3, KIF22, ITGB3BP, KLHL22, CENPQ, KNTC1, RANGAP1, FANCM"
GO_SISTER_CHROMATID_SEGREGATION,1.2505002000800321e-5,0.011087561302068043,-0.5056494471204414,-1.8348383324657587,0,157,"KIFC1, SPC24, DLGAP5, CENPA, SPAG5, NUSAP1, CDCA8, PSRC1, AURKB, ESPL1, NCAPH, ERCC6L, NUF2, BUB1, NCAPD2, PRC1, CCNB1, INCENP, CENPO, CENPI, BIRC5, TOP2A, RACGAP1, CENPF, BUB1B, KIF2C, ZWINT, CEP55, MAD2L1, CENPM, SMC4, KIF14, CENPE, DSCC1, KIF4A, PLK1, KIF18A, NEK2, KIF4B, KIF18B, CDC20, KIF23, NCAPG, NDC80, SPC25, DDX11, CDCA5, SKA2, DSN1, NCAPD3, KIF22, ITGB3BP, KLHL22, CENPQ, KNTC1, 
RANGAP1"
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION,1.3618412093149939e-5,0.011087561302068043,-0.5623014985428739,-1.8843020319720956,0,84,"KIFC1, DLGAP5, SPAG5, NUSAP1, CDCA8, PSRC1, AURKB, ESPL1, NCAPH, NCAPD2, PRC1, CCNB1, RACGAP1, KIF2C, ZWINT, CEP55, MAD2L1, SMC4, KIF14, CENPE, DSCC1, KIF4A, PLK1, KIF18A, NEK2, KIF4B, KIF18B, KIF23, NCAPG, NDC80, CDCA5, NCAPD3, KIF22, KLHL22"
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,2.527614184970806e-5,0.011087561302068043,0.885508694993711,2.1327218266212533,0,11,"DDIT3, ATF3, CEBPB, ATF4, XBP1, ATF6, HSPA5, TP53"
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,2.736577089376608e-5,0.011087561302068043,0.8293300546061435,2.365479228532509,0,21,"DDIT3, ATF3, CEBPB, VEGFA, ATF4, XBP1, ATF6, KLF2, MT3, HSPA5, NFE2L2, TP53"
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,2.876125284017372e-5,0.011087561302068043,0.8049768298920013,2.482221237811722,0,29,"CHAC1, TRIB3, DDIT3, ERN1, CEBPB, BCL2, ATF4, XBP1, TNFRSF10B, BBC3, ITPR1, BRSK2, PPP1R15A, DNAJC10"
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,3.155470007257581e-5,0.011087561302068043,0.6533281136120288,2.213993404498026,0,45,"RSL24D1, RPF2, NOL9, MAK16, WDR74, NLE1, RPL26, RRS1, RPL3L, SDAD1, WDR12, PES1, MDN1, EIF6, PPAN, RPL12, RPL10, NOC2L, RPL38, RPL35A, EBNA1BP2, RPL7L1, NOP16, RPL24, RPL6, RPL14, RPL5, RPF1, RPL7, RPL23A, MRTO4, FASTKD2, RPL35, RPL3, ZNF622"
GO_AMINO_ACID_ACTIVATION,3.263601057406742e-5,0.011087561302068043,0.5974533613052608,2.073903274825157,0,51,"WARS, SARS, GARS, MARS, CARS, IARS, EPRS, YARS, AARS, AIMP2, TARS, LARS, NARS, MARS2, FARSB"
GO_CELL_CYCLE_PHASE_TRANSITION,3.5223256742318396e-5,0.011087561302068043,-0.42332965875523904,-1.6035609695835589,2,243,"CDKN2C, NES, TYMS, RRM2, E2F1, DHFRP1, GPR132, DHFR, HMMR, IQGAP3, PRKAR2B, FBXO5, PCNA, FOXM1, PLK4, ORC1, POLA2, CDK1, CDKN2D, MCM2, CCNB1, MCM4, CDT1, BIRC5, AURKA, TPX2, CDKN3, BUB1B, CCNB2, PLK2, MCM3, CCNE2, MCM10, MCM5, MCM6, MASTL, CDK2, PKMYT1, HAUS7, UBE2C, CALM3, RHOU, CENPJ, PLK1, ORC6, TIMELESS, NEK2, CHEK1, HAUS8, CDC6, TUBB, POLE2, SKP2, TUBB4B, MELK, CDCA5, WNT10B, CDC7, 
ABCB1, CEP192, MCM7, PRKACA, CDC45, CDC25C, CEP152, PRIM2, USH1C, RPA3, CDC25A, TUBA4A, PRIM1, UBE2S, TUBG1, CHEK2, RPA2, CNTRL, ID2, HAUS1, POLE, NDE1, HAUS4, CEP70, CEP78, DCTN3, CALM1, INHBA, HAUS6, DBF4, OPTN, MCM8, DNM2, HAUS5, CEP41, ACTR1A, BORA, CAMK2G, UBE2L3, WEE1, RPA1, CDK3, GFI1, CEP250, RANBP1, CDC23, PPP2R1A, FGFR1OP, ID4, SFI1, RAB8A, TERF1, PPP1R12B, SPAST, CDK5RAP2, CHMP4B
"
