pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_REGULATION_OF_CHEMOTAXIS,1.2298459003086914e-5,0.016517331764202416,-0.5384274063431687,-1.9023958452106944,0,131,"SEMA5A, SEMA3G, EDN2, S1PR1, GPSM3, CXCL14, CAMK1D, SEMA3D, SEMA3C, SEMA6D, SEMA3E, FGF1, SEMA3F, PTPRO, FN1, WNT3A, SEMA6B, ROBO2, HSPB1, RAC2, SEMA7A, CCR7, PLXND1, CCL2, SERPINE1, PDGFRB, PADI2, PDGFB, IL1B, LGALS9, CXCR4, GAS6, SEMA4G, NTF3, SEMA4F, XCL1, NBL1, MPP1, FGF18, SEMA4B, SEMA6A, PLXNC1, CALR, LPAR1, VEGFC, VEGFB, TGFB1, GREM1, JAM3, CSF1, ARTN, SEMA6C, CDH13, NRP1, THBS1, 
FGFR1, TMEM102, DAPK2"
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,2.334103587517214e-5,0.016517331764202416,-0.4697988961878681,-1.7287713107532787,1,194,"LZTS1, HTRA1, TSPAN8, IFIT1, SEMA5A, SEMA3G, APOD, SERPINF1, SERPINF2, SEMA3D, SEMA3C, KLK8, ADORA1, TNFRSF1B, SMPDL3B, MICB, ADRB2, SEMA6D, SEMA3E, LRRK2, SEMA3F, PTPRO, WNT3A, SEMA6B, ROBO2, SEMA7A, PTGIS, CCL2, SERPINE1, PADI2, NRBP2, PDGFB, SOCS3, ACP5, THBD, APOE, PBK, ABAT, SEMA4G, SEMA4F, MVK, NBL1, ISL1, KANK2, SAA1, SEMA4B, SEMA6A, TNFAIP3, WNT4, PLAU, PLAUR, ADA, GREM1, CD109, FABP7, 
PROC, SEMA6C, TYRO3, C1QTNF1"
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,2.6147892479866122e-5,0.016517331764202416,0.8848431636529798,2.1532597545255894,0,11,"DDIT3, ATF3, CEBPB, ATF4, XBP1, ATF6, TP53, HSPA5"
GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS,2.8653705640481954e-5,0.016517331764202416,-0.6688678659756446,-1.979086131058147,1,40,"SEMA5A, SEMA3G, SEMA3D, SEMA3C, SEMA6D, SEMA3E, SEMA3F, PTPRO, WNT3A, SEMA6B, ROBO2, SEMA7A, CCL2, PADI2, SEMA4G, SEMA4F, NBL1, SEMA4B, SEMA6A, GREM1, SEMA6C, NRP1, THBS1"
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,2.895780847305476e-5,0.016517331764202416,0.7880284547397417,2.2702935617966418,0,21,"DDIT3, ATF3, CEBPB, VEGFA, ATF4, XBP1, ATF6, KLF2, MT3, TP53, HSPA5, NFE2L2"
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,3.079291762894534e-5,0.016517331764202416,0.7800699312814385,2.4311025024329944,0,29,"TRIB3, CHAC1, DDIT3, ERN1, BCL2, CEBPB, ITPR1, ATF4, TNFRSF10B, DNAJC10, XBP1, PPP1R15A, BBC3, BRSK2"
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,3.399510470492249e-5,0.016517331764202416,0.6355874275525624,2.1900613155786948,0,45,"RPF2, MAK16, RSL24D1, NOL9, RPL3L, SDAD1, NLE1, WDR74, RRS1, RPL26, WDR12, PES1, MDN1, PPAN, RPL12, RPL7L1, EIF6, NOP16, EBNA1BP2, RPL10, NOC2L, DDX28, RPF1, RPL14, MRTO4, RPL5, RPL6, RPL35A, RPL24, FASTKD2, RPL7, ZNF622, RPL3, RPL26L1, RPL38"
GO_AMINO_ACID_ACTIVATION,3.5321959662322064e-5,0.016517331764202416,0.5924942894038443,2.0949189054378152,0,51,"WARS, SARS, GARS, IARS, EPRS, CARS, MARS, AIMP2, YARS, NARS, TARS, AARS, LARS, FARSB, MARS2"
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,4.6455449224194e-5,0.016517331764202416,0.4533095244129895,1.812505689696731,0,103,"RYR2, SEC63, RAB3GAP1, RPS17, RPL3L, RPS12, SEC61A1, CHMP4A, SRPRB, RPL26, RPL21, RPS18, SRP72, RPL37A, RPL4, RPS6, RPL37, RPL12, ZFAND2B, RPS23, RPL36, RPL13A, RPL10, RPS5, RPLP1, RPLP0, RPL36A, RPS16, RAB3GAP2, RPS3A, SRP19, RPL14, RPL9, RPS27, RPS27A, RPS19, RPL19, RPL30, RPS8, RPS13, RPL17, RPL18A, RPL5, RPS24, RPS14, RPL10A, RPL6, RPL13, RPL41, RPL32, RPL35A, RPL24, RPS21, RPLP2, RPL7, 
RPS29, FAU, RPL28, RPL8, RPL3, RPL34, RPS15A, RPL26L1, RPS2, RPL38, RPS4X, RPL18, RPL27A"
GO_TRNA_PROCESSING,4.6455449224194e-5,0.016517331764202416,0.4561962778797727,1.82404803946331,0,103,"FBLL1, SARS, TSEN15, RPP40, TRMT61A, TP53RK, AARS, TYW5, DUS4L, MTO1, PUS1, ELAC1, RPP38, DUS3L, YRDC, TSEN2, METTL1, TYW1, ALKBH8, TRMT12, TYW3, TRNT1, TRMT1, ELP3, NSUN2, RPP14, CTU1, PUS7, TRMT6, SSB, ADAT2, METTL2B, THG1L, TRMT5, MOCS3, NAT10, TRIT1, CPSF4, RPUSD1, PUS10, PUS3, CDK5RAP1, KARS, GTPBP3, TPRKB, TARBP1, DUS1L, QTRT1"
