pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
HALLMARK_E2F_TARGETS,1.083012942004657e-5,2.7103796699841717e-4,-0.596262428763195,-2.0827041784076066,0,196,"CDKN2C, MXD3, PTTG1, E2F8, MKI67, LMNB1, AURKB, CDCA3, UBE2T, DLGAP5, TK1, SPC24, MCM4, LIG1, RRM2, DSCC1, STMN1, PCNA, MCM3, TACC3, CIT, DUT, BIRC5, MCM6, CENPM, MCM5, CDC20, HELLS, SPAG5, HMMR, ASF1B, CDCA8, SPC25, H2AFX, ATAD2, HMGB2, ESPL1, TOP2A, POLA2, PLK1, CCNB2, CDKN3, TMPO, CKS2, POLD1, SHMT1, MYBL2, CDK1, MCM2, RACGAP1, KIF4A, KIF18B, TCF19, BARD1, TIMELESS, KPNA2, AURKA, 
CHEK1, MAD2L1, NCAPD2, BUB1B, UBE2S, SMC4, GINS4, RFC2, MCM7, PLK4, ORC6, TUBB, SLBP, CHEK2, DCK, CENPE, DEPDC1, RAD51AP1, DONSON, UNG, RNASEH2A, CDC25A, RPA3, KIF2C, WEE1, TRIP13, MSH2, NASP, UBR7, KIF22, DNMT1, MELK, DDX39A, GINS3, POLE, PSMC3IP, ANP32E, RPA2, GINS1, SUV39H1, CDC25B, PPM1D, SRSF2, BRMS1L, RAD21, PRIM2, PDS5B, DCTPP1, CDKN2A, H2AFZ, DCLRE1B, DEK, PAN2, RANBP1, MMS22L, RPA1, 
RBBP7, SMC1A"
HALLMARK_G2M_CHECKPOINT,1.0841518679936686e-5,2.7103796699841717e-4,-0.5245530125570533,-1.8299411214563333,0,192,"CDKN2C, MT2A, E2F2, CENPA, PTTG1, MKI67, LMNB1, AURKB, E2F1, NUSAP1, GINS2, TROAP, STMN1, MCM3, TACC3, CCNF, PRC1, BIRC5, MCM6, MCM5, CDC20, CCNA2, HMMR, BUB1, H2AFX, UBE2C, INCENP, ESPL1, TOP2A, POLA2, PLK1, CCNB2, CDKN3, PBK, TMPO, CKS2, MYBL2, CDK1, H2AFV, NEK2, MCM2, RAD54L, RACGAP1, TPX2, KIF4A, CENPF, CDC6, KIF20B, BARD1, KPNA2, AURKA, KIF11, CHEK1, MAD2L1, UBE2S, SQLE, SMC4, 
KIF23, CBX1, CDC45, PLK4, STIL, EGF, ORC6, POLQ, TTK, FBXO5, CENPE, CHAF1A, CDC25A, KIF2C, CASP8AP2, NASP, KIF22, DDX39A, KIF15, RPS6KA5, POLE, SMC2, RPA2, CDC7, SUV39H1, DTYMK, NDC80, CDC25B, SRSF2, EXO1, RAD21, SMAD3, PRIM2, MEIS2, PDS5B, H2AFZ, NUMA1"
HALLMARK_KRAS_SIGNALING_DN,2.2896918074827128e-5,3.816153012471188e-4,-0.5567922586036148,-1.8630278363492894,1,122,"KRT15, SIDT1, TFAP2B, P2RX6, SLC38A3, EDAR, GPR19, KRT5, FGFR3, EFHD1, SNCB, RGS11, SLC5A5, RSAD2, IGFBP2, NR4A2, RIBC2, KRT13, HTR1D, KCNN1, TCF7L1, CNTFR, TFCP2L1, SYNPO, DLK2, GP1BA, CALML5, GAMT, BTG2, TEX15, ARHGDIG, BMPR1B, SHOX2, BARD1, CCNA1, PNMT, NTF3, YBX2, IRS4, CELSR2, CLDN8, CLDN16, EDN2, CYP39A1, YPEL1, DTNB, CHST2, PDK2, EGF, SGK1, NRIP2, SLC30A3, C5"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,7.086167800453515e-5,8.857709750566894e-4,0.564525642329089,2.287263172805675,0,107,"CHAC1, VEGFA, ATF3, DDIT4, ERN1, STC2, ASNS, CEBPB, PSAT1, HERPUD1, XBP1, MTHFD2, CEBPG, EIF4EBP1, SLC7A5, XPOT, IARS, HSPA9, ATF4, HYOU1, TARS, HSPA5, ATF6, DDX10, SLC1A4, EDEM1, WIPI1, EXOSC5, SRPRB, SDAD1, DKC1, YIF1A, DNAJC3, EEF2, DNAJB9, NOP14, NPM1, PARN, SERP1, RRP9, NOLC1, RPS14, TSPYL2"
HALLMARK_MTORC1_SIGNALING,2.585649644473174e-4,0.002585649644473174,0.3592763024139337,1.572666528518015,1,193,"TRIB3, FAM129A, CTH, WARS, DDIT3, SYTL2, DDIT4, ASNS, NUPR1, PSAT1, IFRD1, XBP1, BCAT1, MTHFD2, SLC7A5, TCEA1, PSPH, GOT1, EPRS, HSPA9, VLDLR, TES, PPP1R15A, SLC7A11, SHMT2, PDK1, HSPA5, SLC1A5, SLC1A4, EDEM1, ME1, NFIL3, STC1, POLR3G"
HALLMARK_SPERMATOGENESIS,5.018160963486905e-4,0.004181800802905754,-0.525349783257018,-1.6926312370525616,41,88,"CNIH2, ALOX15, TKTL1, DMRT1, PCSK4, CLVS1, DMC1, CAMK4, ELOVL3, IL13RA2, BUB1, SCG5, CCNB2, CDKN3, THEG, CDK1, NEK2, PCSK1N, CCNA1, AURKA, YBX2, HSPA2, HIST1H1T, NCAPH, SNAP91, GAD1, ACE, TTK, TLE4, GFI1, PGS1, KIF2C, SEPT4, HSPA1L, TNNI3, RFC4, ARL4A"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,9.94633351914396e-4,0.006811034139812677,-0.4431322181760781,-1.5365434892889691,90,178,"COL8A2, VCAN, FZD8, COL1A1, SERPINE1, ACTA2, FBLN2, MYL9, DAB2, FN1, TGM2, SFRP1, GEM, IL15, IGFBP4, NNMT, THBS1, TNC, APLP1, DPYSL3, INHBA, MAGEE1, PMP22, IGFBP2, ECM1, FBLN5, MMP1, MATN3, CALD1, FBLN1, COL6A2, ENO2, VEGFC, LAMA1, COL5A3, PTX3, FOXC2, SDC1, HTRA1, VIM, ITGB5, LAMA2, CDH2, GJA1, PLOD2, PCOLCE, CRLF1, GREM1, ELN, CDH11, FBN1, LAMC2, TFPI2, COL4A2, FSTL1, MMP2, EMP3, 
ITGA2, CTGF, CTHRC1, MATN2, MCM7, PMEPA1, FUCA1, COL7A1, FAS, CD59, LAMA3, BASP1, MFAP5"
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0011395886523268427,0.006811034139812677,-0.44204246058784524,-1.5305031435037941,103,175,"IFIT1, TNFSF10, OAS2, IFI44, CMPK2, C1R, IFIT3, EPSTI1, MT2A, DDX60, HLA-DRB1, HLA-DMA, ST8SIA4, STAT4, OASL, IL15, OAS3, SLAMF7, RSAD2, IFIT2, SECTM1, IL7, METTL7B, BST2, ST3GAL5, PSMB9, PLSCR1, XCL1, IRF9, TAPBP, IFI27, NLRC5, XAF1, SSPN, HLA-G, C1S, ISG15, CASP1, IFI30, HERC6, B2M, HLA-DQA1, NOD1, FAS, SOCS3, STAT1, PSMA2, IFNAR2, TRIM21, LY6E, IL4R, PSMB8, ARL4A, DHX58"
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0012259861451662819,0.006811034139812677,-0.5065573506842729,-1.6389679063628555,102,91,"IFI44, UBA7, IFITM1, CMPK2, IFIT3, EPSTI1, OAS1, DDX60, OASL, IL15, CSF1, GMPR, GBP2, RSAD2, IFIT2, IL7, BST2, PSMB9, PLSCR1, IRF9, PARP9, IFI27, C1S, ISG15, CASP1, CD47, IFI30, HERC6, B2M, PROCR, TRIM5, TRIM21, LY6E, IL4R, PSMB8, DHX58, CNP, MOV10, MX1"
HALLMARK_P53_PATHWAY,0.001416795466254508,0.007083977331272541,0.32970248031634675,1.4426858270222926,10,192,"TRIB3, FGF13, DDIT3, ATF3, DDIT4, HBEGF, BMP2, NUPR1, LIF, UPP1, RGS16, SOCS1, GADD45A, PPP1R15A, TGFA, SLC7A11, CCND2, KLF4, BTG1, HMOX1, RPS12, SEC61A1, IL1A, HIST3H2A, MXD1, ISCU, RPL36, ZFP36L1, SLC3A2, CSRNP2, RCHY1, BLCAP"
