pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
KEGG_RIBOFLAVIN_METABOLISM,2.462046604648344e-5,0.03227743098693979,-0.8774623309647632,-1.9299269291440893,12,14,"ACP5, MTMR7, ENPP3, ENPP1, ACPP"
REACTOME_MITOTIC_M_M_G1_PHASES,1.3622097250729425e-4,0.07103390034986126,-0.48899070842798914,-1.6608447713788002,73,158,"KIF20A, CENPA, NUF2, SPC24, KIF2C, CDCA8, E2F1, FBXO5, ORC1, ERCC6L, E2F2, AURKB, NDC80, BUB1B, MCM2, POLA2, MCM4, MCM3, BUB1, DSN1, CENPO, CDC7, CDT1, INCENP, ZWINT, KIF23, GMNN, CENPI, RANGAP1, ORC6, KIF18A, MCM10, PRIM2, MCM7, CENPP, PSMB8, MCM5, MAD2L1, MCM6, BIRC5, B9D2, CDC20, PRIM1, CENPM, RPA2, PSMD9, CDC45, CDK2, CENPK, CENPQ, SKA2, PPP2R5D, PSMD2, PSMD3, PSMD11, PLK1, CDC6, 
NUP107, CENPL, RAD21, CKAP5, DBF4, POLE, KNTC1, CENPN, PSMB9, RPA3, NSL1, CENPT, PSMC1, ZWILCH, BUB3, PSMD6, ITGB3BP, MIS12, PSMA2, NUP37, PSMA4, SKA1"
REACTOME_PLATELET_HOMEOSTASIS,2.55513262265576e-4,0.07103390034986126,-0.6344704777218287,-1.8237584089152894,135,51,"GNG11, PDE6G, GUCY1A2, NOS2, GNB4, SLC8A2, GNB3, PDE3B, PRKG1, MRVI1, PDE11A, SLC8A1, NOS3"
REACTOME_SIGNAL_AMPLIFICATION,2.59184005509079e-4,0.07103390034986126,-0.756604908714938,-1.8764202369553895,136,24,"P2RY1, GNG11, GNB4, TBXA2R, GNB3"
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,2.7091495175385685e-4,0.07103390034986126,0.9028106545505495,1.8208428994094328,127,9,"TMEM189-UBE2V1, PELI2"
KEGG_RIBOSOME,4.205277947306789e-4,0.09188532314865334,0.545562281268712,1.7323204661843483,194,86,"RPS4Y1, RPL22L1, RSL24D1, RPS21, RPS28, RPL18A, RPL38, RPL28, RPL37, RPL18, RPL36, RPL37A, RPL9, RPS5, RPS6, RPL41, RPS29, RPS12, RPS20, RPL21, RPL35A, RPS2, RPL13A, RPS16, RPS11, RPS15, RPLP2, RPS19, RPL17, RPL15, RPS13, RPS18, RPL26, RPL8, RPL32, RPS9, RPL27, RPL31, RPL34, RPL30, RPL4, RPS10, RPL35, RPL24, RPL36A, RPL10A, RPL23A, RPL12, RPL13, RPS27A, RPL23, UBA52, RPL10, RPL6, RPS27, 
RPL19, RPS8, RPS3, RPS3A, FAU, RPL5, RPS23, RPS26, RPLP0, RPLP1, RPS25, RPL27A"
REACTOME_CHOLESTEROL_BIOSYNTHESIS,8.558563676092448e-4,0.16028967113367426,-0.7589491998660922,-1.8092434408778408,451,20,"HSD17B7, IDI1, DHCR24, MSMO1, HMGCS1, HMGCR, SQLE, MVK, FDFT1, EBP, LSS, DHCR7, FDPS, NSDHL, MVD"
REACTOME_DNA_REPLICATION,0.0010923764971983755,0.1623012329167178,-0.4451827620928871,-1.5330362975522378,594,178,"KIF20A, CENPA, NUF2, GINS4, SPC24, KIF2C, CDCA8, E2F1, FBXO5, FEN1, ORC1, ERCC6L, E2F2, AURKB, NDC80, BUB1B, MCM2, GINS2, POLA2, MCM4, GINS1, MCM3, BUB1, DSN1, CENPO, CDC7, CDT1, INCENP, CCNA2, PCNA, ZWINT, KIF23, GMNN, CENPI, RANGAP1, ORC6, KIF18A, LIG1, RFC4, MCM10, PRIM2, MCM7, CENPP, PSMB8, MCM5, MAD2L1, MCM6, BIRC5, B9D2, CDC20, PRIM1, CENPM, RFC5, RPA2, PSMD9, CDC45, CDK2, CENPK, 
CENPQ, SKA2, PPP2R5D, PSMD2, PSMD3, PSMD11, PLK1, CDC6, NUP107, CENPL, RAD21, CKAP5, DBF4, POLE, KNTC1, CENPN, PSMB9, RPA3, NSL1, CENPT, RFC2, PSMC1, ZWILCH, BUB3, PSMD6, ITGB3BP, POLD3, MIS12, PSMA2, NUP37, PSMA4, SKA1"
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1,0.001128439515831287,0.1623012329167178,-0.7610991241173672,-1.7940597309063462,595,19,"P2RY1, GNG11, GNB4, GNB3"
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,0.0012379956744219512,0.1623012329167178,0.9062676029132722,1.72582489473334,584,7,"TMEM189-UBE2V1, IRAK4"
BIOCARTA_HER2_PATHWAY,0.0016652820855387281,0.1984713467401157,-0.7351176507642998,-1.7714604468487303,879,21,"ERBB4, GRIP1, ESR1, IL6"
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.0021042762201938393,0.21280318668558898,0.7105470079937858,1.7865428434643429,991,24,"SARS, MARS, WARS, GARS, CARS, AARS, YARS, AIMP2, IARS, EPRS, LARS, TARS, EEF1E1, FARSB, FARSA, DARS, VARS, NARS, KARS"
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.002203373561262511,0.21280318668558898,0.457606394618122,1.5464483349235405,1009,135,"CCR3, INHBE, TPO, TNFSF15, TNFRSF1B, CXCL12, KIT, IL1A, PDGFRB, BMPR1B, TNFSF12, OSMR, IL7R, TNFSF18, CCR2, IL20RB, LIF, IL1R2, IL3RA, TNFRSF11A, VEGFA, CCL24, TNFRSF10D, CSF3R, CXCR2, EDAR, CXCR4, IL2RG, CCR9, IL20RA, ACVR1, TNFSF9, IL18, TNFSF10, CTF1, CXCL1, TNFSF4, IL7, PDGFB, CSF1R, AMH, KITLG, ACVR2B, CXCR6, MET, PRLR, NGFR, IL17RB, TNFRSF1A, TNFRSF6B, CSF2RA, LIFR, TNFRSF11B, TGFB1
"
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.002445978334538653,0.21280318668558898,-0.757983448645127,-1.74295233639937,1291,17,"GNG11, GNB4, TBXA2R, GNB3"
REACTOME_MITOTIC_PROMETAPHASE,0.0025564128802874238,0.21280318668558898,-0.5250570912570441,-1.6190656812609006,1368,78,"CENPA, NUF2, SPC24, KIF2C, CDCA8, ERCC6L, AURKB, NDC80, BUB1B, BUB1, DSN1, CENPO, INCENP, ZWINT, CENPI, RANGAP1, KIF18A, CENPP, MAD2L1, BIRC5, B9D2, CDC20, CENPM, CENPK, CENPQ, SKA2, PPP2R5D, PLK1, NUP107, CENPL, RAD21, CKAP5, KNTC1, CENPN, NSL1, CENPT, ZWILCH, BUB3, ITGB3BP, MIS12, NUP37, SKA1"
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.0025971403409377754,0.21280318668558898,-0.5372235847344061,-1.632393948514785,1388,71,"MAP2K6, CXCL10, TLR5, CD40, LY96, IL12A, PIK3R5, PIK3CD, CD14, CTSK, IL6, MAPK11, IRF7"
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,0.0034295497519491003,0.26447880734148654,-0.3819282215241538,-1.3862509379126613,1898,297,"SLC16A10, SLC47A2, GNG11, SLC1A2, SLC6A15, SLC6A11, ATP6V1G2, ATP1A4, ABCC8, SLC1A1, SLC44A4, ATP12A, SLC4A8, GLRB, GNB4, RHCG, ATP10A, AQP1, SLC24A3, SLC1A6, SLC15A2, SLC3A1, SLC7A7, SLC8A2, PRKAR2B, SLCO1A2, SLC11A1, SLC38A3, ATP8B4, GNB3, SLC30A3, SLC24A2, SLC44A3, SLC4A5, SLCO4C1, SLC28A1, GABRB3, SLC15A1, SLC9A5, SLC7A8, SLCO2A1, SLC16A7, SLC22A3, SLC9A3, ATP1A3, NUP210, GABRA5, SLC5A3, SLC13A3, 
SLC26A3"
KEGG_SELENOAMINO_ACID_METABOLISM,0.003725959498226138,0.2713740501208037,0.686288871911173,1.740247994552301,1755,25,"MAT1A, CBS, GGT5, MARS, GGT6, CTH, GGT7, MAT2A, METTL6, MARS2, LCMT2, TRMT11"
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.004287137842822298,0.29581251115473856,-0.4842954768135796,-1.5451141395018744,2305,98,"GATA5, HIST2H3D, HBE1, PRKAR2B, ZFPM2, GATA6, KIF4B, MYB, KIF20A, KIF3C, KIFC1, KIF15, DOCK3, KIF2C, SH2B2, IRF7, HIST1H3D, KIF11, SH2B1, RACGAP1, PRKACA, KIF23, CDK5, EHD1, KIF18A"
PID_CMYB_PATHWAY,0.00467444095488167,0.30640960459249345,0.5288564766818684,1.6104047528216359,2178,66,"CEBPA, CDKN2A, CCNA1, KIT, CD4, CEBPB, PTGS2, PRTN3, CBX4, CDK6, MAT2A, CSF1R, KITLG, KRAS, ATP2B1, LEF1, MYC"
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.005406081178351429,0.316581515749448,-0.7777678719855654,-1.6816427700119638,2853,13,"GNG11, GNB4, GNB3"
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.005463849580315748,0.316581515749448,-0.7649329898904945,-1.6824252438930647,2884,14,"HMGCS2, IDI1, HMGCS1, HMGCR, MVK, ACAT2, FDPS, MVD"
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.005554061679814877,0.316581515749448,-0.7244036782113386,-1.6870083162075875,2932,18,"GNG11, GNB4, PIK3R5, GNB3"
REACTOME_NEURONAL_SYSTEM,0.006540635024862116,0.3482715704419213,-0.4100036830849777,-1.4173132165376863,3565,184,"KCNN2, GNG11, SLC1A2, CHRFAM7A, SLC6A11, KCNH8, ABCC8, SLC1A1, NCALD, GNB4, CACNB4, KCNS3, RAB3A, SLC1A6, KCNJ15, ACHE, KCNA7, GABBR2, KCNB1, KCNQ1, KCNF1, CAMK4, GLS2, KCNH2, CHRNB4, GNB3, KCNV1, GRIN1, GABRB3, KCND2, KCNN1, ABAT, HCN3, GABRA5, GRIN2A, KCNJ16, PRKCG, GJC1, CACNG4, KCNH4, KCNC3, HCN4, KCNH3, KCNQ3, PLCB2"
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12,0.006881954134189586,0.3482715704419213,-0.7465979120139141,-1.6685124538325802,3634,15,"GNG11, GNB4, GNB3"
PID_ANTHRAX_PATHWAY,0.006906987667040392,0.3482715704419213,-0.7573614250470603,-1.6657720311323094,3646,14,"MAP2K6, ANTXR2, CASP1, ANTXR1"
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.007477462915751346,0.3630723660203709,-0.4135910565928484,-1.4179138570343155,4070,171,"SLC16A10, SLC47A2, SLC1A2, SLC6A15, SLC6A11, SLC1A1, SLC44A4, SLC4A8, RHCG, SLC24A3, SLC1A6, SLC15A2, SLC3A1, SLC7A7, SLC8A2, SLCO1A2, SLC11A1, SLC38A3, SLC30A3, SLC24A2, SLC44A3, SLC4A5, SLCO4C1, SLC28A1, SLC15A1, SLC9A5, SLC7A8, SLCO2A1, SLC16A7, SLC22A3, SLC9A3, NUP210, SLC5A3, SLC13A3, SLC26A3, SLC8A1, SLC26A6, SLC29A4, SLC39A8, SLC9A4, SLC2A12, SLC9A9, SLCO3A1, SLC2A4, SLC2A6, SLC1A3"
BIOCARTA_PLCE_PATHWAY,0.008223422549829168,0.38503239152950136,-0.8042867151882758,-1.636185820368854,4341,10,"PRKAR2B, ADRB2, PLCE1"
PID_PLK1_PATHWAY,0.008620608560027243,0.3854426131383741,-0.574305325127721,-1.6003784259874894,4581,43,"SSPO, KIF20A, CENPE, SPC24, FBXO5, CDK1, ERCC6L, NDC80, BUB1B, TPX2, AURKA, CCNB1, BUB1, INCENP, PRC1, ROCK2, ECT2, CLSPN, CDC20, PPP1CB, CDC14B, CDC25C, TUBG1, PLK1, BORA"
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.008820197096987965,0.3854426131383741,0.5477676052251215,1.5906158234951966,4125,50,"TPO, KIT, CD1D, HLA-DRB1, CD8A, CD19, IL1A, IL7R, IL1R2, CD4, IL3RA, CSF3R, GP1BB, ITGAM, CD8B, CD55, HLA-DRB5, IL7, ITGA2, CSF1R, KITLG"
PID_FANCONI_PATHWAY,0.00984352334920614,0.41628577776804027,-0.5698699336537004,-1.5880186157693743,5231,43,"SSPO, BRIP1, BRCA2, FANCM, FANCB, UBE2T, H2AFX, FANCG, FANCD2, XRCC3, RFC4, TOPBP1, CHEK1, BRCA1, ATRIP, RFC5, RPA2, FANCI, BLM, FANCA, PALB2, RMI1, FANCL, FANCC"
REACTOME_BIOLOGICAL_OXIDATIONS,0.01053638608421352,0.4195431226734277,0.48023069187709533,1.5076383236336484,4889,80,"CYP4F8, GSTM4, MAT1A, CYP4F11, ADH7, SULT4A1, UGT1A1, NNMT, GGT5, CYP2J2, CYP2W1, CYP26B1, PTGS2, CYP27B1, CYP4B1, CYP4F3, SMOX, GGT7, SULT1A2, MAT2A, CYP2S1, CYP27A1, GCLC, SULT1A4, ALDH1A1"
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.010560582035257905,0.4195431226734277,-0.47963683169690824,-1.4955916942148453,5660,84,"CALML5, PLA2G4E, MYLK3, GUCY1A2, ADRA1A, PLA2G1B, PPP1R14A, ADORA2A, CALCRL, NPR1, PRKG1, CACNA1D, PLA2G6, MRVI1, PLCB4, PRKCG, PLA2G4B, PLCB2, PRKCQ, MYL9, CACNA1C, KCNMA1, PPP1R12B, PRKACA, PLA2G4A, KCNMB4, ROCK2"
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1,0.01100602508595802,0.4243793790497343,-0.6099757595856504,-1.6052796037660306,5828,32,"GNG11, GNB4, KCNS3, PRKAR2B, KCNB1, GNB3"
PID_CONE_PATHWAY,0.011642895596854788,0.42715009634642087,-0.8084014741162256,-1.60436313732405,6141,9,"LRAT, GUCA1B, GNB3, SLC24A2"
REACTOME_CELL_CYCLE_MITOTIC,0.011729522096469224,0.42715009634642087,-0.36286839549094246,-1.3175044100690274,6494,298,"PRKAR2B, KIF20A, CENPA, RRM2, DHFRP1, NUF2, CDKN2C, GINS4, SPC24, CDKN2D, KIF2C, CDCA8, E2F1, CNTRL, FBXO5, MYBL2, FEN1, ORC1, CDK1, ERCC6L, CEP192, E2F2, AURKB, NDC80, BUB1B, MCM2, GINS2, POLA2, MCM4, AURKA, DHFR, GINS1, CCNB1, MCM3, CEP135, BUB1, DSN1, CENPO, CDC7, CDT1, CENPJ, TYMS, INCENP, PRKACA, CCNB2, CCNA2, PCNA, ZWINT, KIF23, GMNN, CENPI, PLK4, RANGAP1, ORC6, KIF18A, LIG1, RFC4, 
CEP70, MCM10, CEP63, PRIM2, MCM7, PTTG1, CENPP, NEK2, PSMB8, MCM5, MAD2L1, MCM6, BIRC5, UBE2C, B9D2, CDC20, RBL2, PRIM1, CENPM, RFC5, SKP2, LIN54, RPA2, CDK5RAP2, PSMD9, CCNE2, CDC45, LIN9, CCND3, RBL1, CDK2, CENPK, CENPQ, CEP250, CEP290, CDC25C, ANAPC7, TUBG1, ACTR1A, SKA2, PPP2R5D, CEP76, TUBG2, TUBB4B, PSMD2, PSMD3, CDC25A, PSMD11, PLK1, MNAT1, CDC6, PCM1, TFDP1, RBBP4, NUP107, CENPL, 
PKMYT1, RAD21, CKAP5, BTRC, DBF4, CDC27, POLE, AKAP9, KNTC1, CENPN, PSMB9, ALMS1, RPA3, NSL1, CENPT, RFC2, PSMC1, ZWILCH, HSP90AA1, CDC23, FGFR1OP, BUB3, PSMD6, ITGB3BP, POLD3, MIS12, PSMA2, NUP37, PSMA4, DCTN2, SKA1, CUL1"
REACTOME_DNA_STRAND_ELONGATION,0.012570573713050918,0.445406003724588,-0.6151008370464258,-1.5977851612337486,6654,30,"GINS4, FEN1, MCM2, GINS2, POLA2, MCM4, GINS1, MCM3, PCNA, LIG1, RFC4, PRIM2, MCM7, MCM5, MCM6, PRIM1, RFC5, RPA2, CDC45"
