pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_INTERMEDIATE_FILAMENT_BASED_PROCESS,3.617152109757162e-5,0.10830505353431721,0.7321665259385178,1.9886242963619534,16,35,"ATP8A2, PRPH, DES, INA, KRT6C, KRT17, KRT16, KRT20, KRT6A, TCHH, NEFM, SHH, VIM"
GO_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,8.600615374030012e-5,0.10830505353431721,0.5946907574999046,1.8526245961821952,39,76,"CCR3, CYBA, GJA1, CXCL12, SULF1, DLL4, ATOH8, TNFSF12, PRKD1, PROX1, EGR3, SCG2, BMP4, WNT5A, XDH, VEGFA, CCL24, PPP1R16B, ANG, CDH13, PTPRM, THBS4"
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,1.0175678855575319e-4,0.10830505353431721,0.9272528378743422,1.8195749063920879,47,8,"CYBA, KLK5, PGC, SPINK5"
GO_SKIN_DEVELOPMENT,1.052271591297714e-4,0.10830505353431721,0.4815003091005964,1.6731133559608957,47,169,"ATP8A2, PRR9, ASPRV1, KRT2, SPRR1A, SOX21, HRNR, SPINK5, KRT17, SCEL, SOSTDC1, DLL1, GRHL3, TGM3, KRT16, CERS3, FLG, EREG, ALOX12, CSTA, COL5A3, FOXN1, TCHH, WNT5A, ARRDC3, VANGL2, TCF15, CYP26B1, ERRFI1, DKK1, EDAR, SPRR2A, POU3F1, ALOXE3, FUZ, TGM1, SPRR3, FLNB, AARS, SOX9, SHH, ITGB4, CASP14, TMEM79, ABCA12, STS, ATP7A, DSG4, LHX2, FRAS1, LDB2"
GO_EPIDERMAL_CELL_DIFFERENTIATION,1.470101804549965e-4,0.12104818258664411,0.5417625668016908,1.7660262369287414,67,103,"PRR9, KRT2, SPRR1A, HRNR, SPINK5, KRT17, SCEL, TGM3, KRT16, SLITRK6, CERS3, FLG, EREG, PITX2, CLIC5, CSTA, FOXN1, TCHH, WNT5A, CYP26B1, SPRR2A, POU3F1, GLI2, TGM1, SPRR3, FLNB, GLI1, CASP14, TMEM79, SLC4A7, ABCA12, DSG4, PTCH1"
GO_KERATINOCYTE_DIFFERENTIATION,2.533656839799884e-4,0.1485647451395773,0.5865871676730923,1.8078554851488218,117,71,"PRR9, KRT2, SPRR1A, HRNR, KRT17, SCEL, TGM3, KRT16, CERS3, FLG, EREG, CSTA, FOXN1, TCHH, WNT5A, CYP26B1, SPRR2A, POU3F1, TGM1, SPRR3, FLNB, CASP14, TMEM79, ABCA12, DSG4"
GO_MACROPHAGE_DIFFERENTIATION,2.861806541877769e-4,0.1485647451395773,0.8201208500488965,1.8861123226599852,134,16,"CEBPA, GAB3, NKX2-3, IL31RA, BMP4, TSPAN2, VEGFA"
GO_KERATINIZATION,2.886854411262129e-4,0.1485647451395773,0.7454952558244071,1.9064779205749944,135,26,"KRT2, SPRR1A, HRNR, KRT17, TGM3, KRT16, TCHH, CYP26B1, SPRR2A, TGM1, SPRR3, CASP14, TMEM79, ABCA12"
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,4.0272999524435855e-4,0.16827044252224463,0.6119218250390102,1.8184195052112055,187,57,"CCR3, CYBA, CXCL12, TNFSF12, PRKD1, PROX1, EGR3, SCG2, BMP4, WNT5A, VEGFA, CCL24, PPP1R16B, ANG, CDH13, THBS4"
GO_ASTROCYTE_DIFFERENTIATION,4.254269159101158e-4,0.16827044252224463,0.7055745578964022,1.8706099253069735,199,31,"LAMC3, TAL1, DLL1, S100A8, S100A9, DRD1, TSPAN2, LIF, SOX9, CDK6, SHH, VIM"
