pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.1119549613762445e-6,5.559774806881223e-5,-0.5696858870778335,-1.9779400925197523,0,178,"CTHRC1, MMP1, RHOB, MAGEE1, MYLK, COL3A1, SERPINE1, PDGFRB, CXCL12, LGALS1, EFEMP2, SPOCK1, NNMT, TGM2, VIM, COL5A1, GEM, IL15, VCAN, APLP1, COL1A1, ECM1, HTRA1, COL5A3, FN1, LOXL2, CTGF, ADAM12, EDIL3, FBN1, FBLN5, SFRP1, COL5A2, FBLN2, COL8A2, OXTR, FSTL1, TNFAIP3, MYL9, MGP, SPARC, MATN2, GADD45B, TGFBI, LOXL1, ABI3BP, COL16A1, CDH6, FBN2, SDC1, MFAP5, THY1, ITGB5, ACTA2, CDH11, SAT1, 
ITGA5, NT5E, TPM1, COL7A1, LAMA2, PMEPA1, CYR61, FUCA1, CD59, COL12A1, BGN, FSTL3, COL4A1, CRLF1, LRP1, PLOD2, SPP1, SDC4, DKK1, TPM2, BMP1, TNC, ENO2, CDH2, LAMC1, LAMC2, IGFBP4, MATN3, COL4A2, TIMP1, IL32, CADM1, TPM4, COL6A2, INHBA, PLOD1, PLAUR, GADD45A, FBLN1, LAMA3, CALD1, PDLIM4"
HALLMARK_MYC_TARGETS_V2,4.433311905659123e-6,1.1083279764147807e-4,0.6872702961830995,2.4864558482549928,0,58,"NDUFAF4, HK2, PUS1, RABEPK, RRP9, RRP12, AIMP2, SRM, HSPD1, EXOSC5, MYC, NOP16, RCL1, PES1, MRTO4, NPM1, PPAN, NOP56, PPRC1, NIP7, NOC4L, SLC19A1, NOLC1, MYBBP1A, IPO4, SLC29A2, NOP2, PRMT3, SORD, UTP20, TFB2M, PA2G4, IMP4, WDR74, DDX18"
HALLMARK_MYC_TARGETS_V1,1.1081805891088012e-5,1.8469676485146686e-4,0.49624519528552824,2.1623230041350974,0,196,"IFRD1, XPOT, RRP9, AIMP2, SRM, EEF1B2, HSPD1, EIF2S2, IARS, EIF3J, MYC, DDX21, ODC1, PSMD14, EPRS, NOP16, RSL1D1, NPM1, NOP56, TRA2B, EIF1AX, NOLC1, U2AF1, SRPK1, CDC45, HDDC2, PA2G4, TCP1, SSB, DDX18, NCBP1, NAP1L1, EIF3D, C1QBP, ETF1, TXNL4A, USP1, SET, RFC4, PABPC1, CNBP, HDAC2, GNL3, PRPS2, RPS6, GSPT1, UBA2, ABCE1, PWP1, CCT5, RPL6, HNRNPU, CCT2, RPL14, ORC2, TUFM, EIF3B, RPS5, 
FBL, SRSF1, CYC1, CCT4, EIF4A1, SSBP1, EIF2S1, PHB, SYNCRIP, KARS, APEX1, MRPL9, PSMD1, RPS3, RPLP0, POLE3, RPS2, CANX, VBP1, UBE2E1, PABPC4, HSPE1, RNPS1, STARD7, NHP2, NDUFAB1, CCT3, CBX3, RAD23B, RPL18, HSP90AB1, RUVBL2, RPL34, PSMA7, RANBP1, BUB3, IMPDH2, RAN, PTGES3, COPS5, CCT7, LSM2, FAM120A, SRSF3, SMARCC1, RPL22, VDAC1, TRIM28, CDK4, POLD2, PHB2, NCBP2, COX5A, SERBP1, CDC20"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.8973411925421842e-5,2.3716764906777304e-4,0.4619425465479029,1.8571543734437745,2,107,"CHAC1, STC2, PSAT1, ASNS, EIF4EBP1, VEGFA, CEBPG, HERPUD1, XPOT, MTHFD2, ATF4, SLC7A5, XBP1, RRP9, DDIT4, NOP14, TARS, IARS, EXOSC5, HSPA9, CEBPB, DKC1, ERN1, ATF3, NPM1, NOP56, SDAD1, NOLC1, PARN"
HALLMARK_MTORC1_SIGNALING,6.534737575830184e-5,6.534737575830185e-4,0.3743295278341915,1.6279968293413818,5,193,"TRIB3, CXCR4, BCAT1, IFRD1, PSAT1, ASNS, FAM129A, DDIT3, WARS, TCEA1, PSPH, MTHFD2, VLDLR, SLC7A5, PDK1, NAMPT, HK2, SLC1A5, XBP1, RRP9, SLC7A11, DDIT4, HSPD1, GCLC, PHGDH, EIF2S2, HSPA9, NFKBIB, PSMD14, EPRS, SHMT2, POLR3G, CTH, GTF2H1, PSMG1, GOT1, CCT6A, YKT6, TOMM40, UCHL5, SORD, NFIL3, SYTL2, CACYBP, ABCF2, ETF1, UFM1, PNO1, TES, PSME3, GMPS, STC1"
HALLMARK_APICAL_JUNCTION,0.0037184855253923786,0.030987379378269824,-0.4343450447715251,-1.4939118998921586,3300,160,"ARHGEF6, CLDN9, RHOF, CX3CL1, VWF, VCAN, LAYN, NFASC, TMEM8B, FLNC, CNTN1, FBN1, RRAS, CDH8, MYL9, PARD6G, SIRPA, TGFBI, COL16A1, CDH6, VCL, INSIG1, THY1, CDH11, SHROOM2, LIMA1, CERCAM, MAPK11, PIK3R3, ICAM1, ITGA3, CDH1, SDC3, NF2, BMP1, RAC2, CD276, CDH4, MPP5, LAMC2, NRXN2, CRAT, GRB7, AKT3, MYH10, SLC30A3, SGCE, ACTN4, COL17A1, CDH3, ACTN1, JAM3, LAMA3, LDLRAP1, CD274, MPZL2, ADAM23, 
MVD, ICAM5, PIK3CB, EVL, NLGN2, HADH, MMP2, ADAM9, MSN, TSPAN4, CNN2, GNAI2, SHC1, ITGB4, CLDN11, PBX2, ITGB1"
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0071406184324653964,0.050594863490961955,-0.47305280132284866,-1.528625707513299,5877,91,"IL7, GBP2, C1S, RTP4, UBA7, IFITM2, GBP4, IFI27, SELL, ISG20, IL15, BST2, IFI44, EPSTI1, SAMD9L, OASL, DDX60, CSF1, DHX58, IFIT3, TRIM5, OAS1, PSMB9, CD47, IFIT2, PARP9, IFITM1, STAT2, GMPR, PROCR, IFI35, IRF1, TRIM21, MX1, IL4R, IFITM3, B2M, TAP1, IFIH1"
HALLMARK_INFLAMMATORY_RESPONSE,0.008095178158553913,0.050594863490961955,-0.4239973149889235,-1.45122347714062,7138,152,"CCL24, NOD2, TNFRSF1B, GPR132, RTP4, PDE4B, SCN1B, CX3CL1, SERPINE1, TNFSF10, LCK, PTPRE, SELL, IL15, BST2, AXL, CCL2, IL7R, HRH1, PIK3R5, EBI3, CYBB, PCDH7, TLR1, P2RY2, OLR1, CD70, CD82, PTAFR, ADM, CSF1, ITGA5, LPAR1, OPRK1, BTG2, RASGRP1, PTGER2, IL1R1, ICAM1, CCR7, GPC3, NFKBIA, CHST2, PDPN, IFITM1, ITGB8, TIMP1, CDKN1A, TAPBP, SLC1A2, IRF1, ICOSLG, INHBA, PLAUR, IL4R, BDKRB1, GP1BA, 
IFNAR1"
HALLMARK_MYOGENESIS,0.009435522607190437,0.05241957003994687,-0.4203515906300579,-1.4396846984703535,8328,153,"DES, APOD, LDB3, ANKRD2, MYLK, COL3A1, FKBP1B, MB, CRYAB, MAPRE3, COL1A1, AEBP1, MYL2, MEF2C, ADAM12, PPFIA4, SSPN, HSPB8, SPARC, GADD45B, PC, LPIN1, KIFC3, ACHE, BDKRB2, KCNH1, CHRNB1, CTF1, MRAS, ITGB5, GPX3, IGFBP7, LAMA2, SMTN, AGRN, GSN, MYOM1, ADCY9, VIPR1, DMD, PTP4A3, BHLHE40, CDH13, TPM2, REEP1, NCAM1, DAPK2, CAMK2B, CRAT, EIF4A2, SH3BGR, COL4A2, CDKN1A, SPDEF, ITGA7, CNN3, EPHB3, 
SVIL, COL6A2, PICK1, WWTR1, PDLIM7, ST5, SORBS1, PDE4DIP, PLXNB2, CLU"
HALLMARK_COAGULATION,0.024875609821183812,0.12208310743652301,-0.43974875263765856,-1.4230416989982835,20507,92,"MMP7, MMP1, SERPINA1, C1R, C1S, PDGFB, VWF, SERPINE1, ANG, THBD, PLAT, MMP10, MMP11, HTRA1, FN1, FBN1, SPARC, PROS1, OLR1, CRIP2, C2, MST1, F8, PLAU, CTSB, GSN, USP11, MMP15, LRP1, CTSH, BMP1"
