pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_RIBOSOME_BIOGENESIS,3.046003795320729e-6,0.012080115490246708,0.4780264322224396,1.7951417009281565,0,282,"FBLL1, METTL15P1, RPL38, GTPBP10, RPL21, RPS29, RPS28, RPL35A, UTP23, RPS21, RPL36, CDKN2A, RPL27, RPL23, RPL5, RPL39, PIN4, RPL9, RRP9, RPL36A, RPL13, RSL24D1, DDX31, RPS27A, RPS16, WDR74, RPP38, RPL31, RPL37A, RPL26, RPL41, RPS18, RPS26, RPS6, RRP7A, RPS3A, RPL37, RPL23A, RPS13, EIF2A, RPL24, RPS15A, UTP6, RPS12, RPL34, RPS27, RIOK3, EXOSC8, RPL18, RPS25, RPL18A, RPL30, RPS24, DCAF13, RPL27A, 
LSM6, RPS11, RPLP2, RPL17, NMD3, NOB1, PPAN, MRPL36, PNO1, RPL4, RPL13A, NPM3, RPL15, RPS19, CSNK1E, EXOSC7, RPL32, MPV17L2, RPL28, RPS20, C1QBP, RPL12, RPL19, RPL10A, NSA2, RPS15, BRIX1, WDR12, RPS10, RPL6, MRPS9, WDR18, NSUN5, SBDS, RPL14, RPF1, RPL8, RPS14, NLE1, RPS8, ISG20, RPS2, NOP14, EMG1, NPM1, TFB2M, NOL6, RPL7, TRMT112, RPS5, RPL35, ERI1, FCF1, RPS23, RRS1, RPS9, DDX21, UBA52, 
FAU, PA2G4, DDX27, IMP3, SENP3, GNL2, EIF6, YBEY, RPL7A, RPLP0, SIRT1, PES1, XRN2, BYSL, WDR75, UTP15, RPS7, NOC4L, RPL10, RRN3, RPL3, NOP58, TSR1, MAK16, NSUN4, RPLP1, RPS3, FASTKD2, RPL26L1, SRFBP1, EBNA1BP2, GNL3L, GNL3, RPL11, RPP21, DIS3, RPP40, WDR46, LSG1, RPL7L1"
GO_RRNA_METABOLIC_PROCESS,5.868406844909744e-6,0.012080115490246708,0.47784091597455264,1.7621144169636995,1,237,"FBLL1, METTL15P1, RPL38, RPL21, RPS29, RPS28, RPL35A, UTP23, RPS21, RPL36, CDKN2A, RPL27, RPL23, RPL5, RPL39, PIN4, RPL9, RRP9, RPL36A, RPL13, RPS27A, RPS16, RPP38, RPL31, RPL37A, RPL26, RPL41, RPS18, RPS26, RPS6, RRP7A, RPS3A, RPL37, RPL23A, RPS13, RPL24, RPS15A, UTP6, RPS12, RPL34, RPS27, RIOK3, EXOSC8, RPL18, RPS25, RPL18A, RPL30, RPS24, DCAF13, RPL27A, LSM6, RPS11, RPLP2, RPL17, NOB1, 
PNO1, RPL4, RPL13A, NPM3, RPL15, RPS19, CSNK1E, EXOSC7, RPL32, RPL28, RPS20, RPL12, RPL19, RPL10A, NSA2, RPS15, WDR12, RPS10, RPL6, MRPS9, WDR18, NSUN5, SBDS, RPL14, RPF1, RPL8, RPS14, RPS8, ISG20, RPS2, NOP14, EMG1, TFB2M, NOL6, RPL7, TRMT112, RPS5, RPL35, ERI1, FCF1, RPS23, RRS1, RPS9, DDX21, UBA52, FAU, PA2G4, DDX27, IMP3, SENP3, EIF6, YBEY, RPL7A, RPLP0, SIRT1, PES1, XRN2, BYSL, 
WDR75, UTP15, RPS7, NOC4L, RPL10, RPL3, NOP58, TSR1, MAK16, NSUN4, RPLP1, RPS3, RPL26L1, SRFBP1, EBNA1BP2, RPL11, RPP21, DIS3, RPP40, WDR46, RPL7L1"
GO_TRANSLATIONAL_INITIATION,1.0686044026501389e-5,0.012205805836669893,0.5329112647876911,1.8452097735849342,3,140,"RPL38, RPL21, RPS29, MTIF3, RPS28, RPL35A, RPS21, RPL36, RPL27, RPL23, RPL5, RPL39, RPL9, RPL36A, EIF1, RPL13, RPS27A, RPS16, EIF4EBP1, RPL31, RPL37A, RPL26, RPL41, RPS18, RPS26, RPS6, RPS3A, RPL37, RPL23A, RPS13, EIF2S2, EIF3G, EIF2A, RPL24, RPS15A, EIF3F, RPS12, RPL34, RPS27, RPL18, RPS25, RPL18A, EIF3E, RPL30, RPS24, RPL27A, RPS11, RPLP2, RPL17, RPL4, RPL13A, RPL15, RPS19, RPL32, RPL28, 
RPS20, RPL12, RPL19, RPL10A, RPS15, RPS10, RPL6, EIF3J, EIF3H, RPL14, RPL8, EIF4A1, RPS14, EIF2D, EIF3K, RPS8, EIF4B, EIF4E, MCTS1, RPS2, RPL7, EIF3L, RPS5, RPL35, RPS23, RPS9, UBA52, PAIP1, FAU, EIF3CL, EIF3M, EIF3D, EIF3I, EIF2B1, EIF6, EIF4A2, RPL7A, RPLP0, EIF2B4, RPS7, RPL10, RPL3, RPLP1, RPS3, RPL26L1, EIF2B2"
GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM,1.185893207351945e-5,0.012205805836669893,-0.4632394645580427,-1.645477512204654,7,293,"CLEC7A, CD40, RNASE7, CXCL10, MAP1A, REP15, BATF, PGLYRP2, HRG, PLA2G1B, IL6, IL36RN, SERPINB10, CD163L1, TNFSF4, KCNQ1, MX2, OAS2, IL12A, DMBT1, PRB3, OAS3, S100A7, ACP5, IFITM1, MUC5B, DKKL1, IFI44L, TRIM22, S100A8, TLR4, MX1, TLR5, OAS1, SAMHD1, OPRK1, TLR3, IFIT3, IFIT1, DEFB1, TRIM34, TIRAP, CARD9, BATF2, P2RX7, DDX58, RSAD2, STAB1, HIST1H3D, CCR2, IRF7, ISG15, IFITM3, STAT2, FAM131B, 
PLSCR1, IFITM2, NLRC5, IFIH1, MYOM1, C19orf66, SYK, CSPG5, EIF2AK2, BST2, STAT1, IFIT5, GBP1, MYLK, TRIM5, FAM111A, BCL2, ALPK1, DDX60, PDK4, ADAR"
GO_RESPONSE_TO_TYPE_I_INTERFERON,7.547363997358423e-5,0.062144995154249254,-0.6680023215570425,-1.8898426655239806,43,52,"MX2, GBP2, OAS2, OAS3, IFITM1, MX1, OAS1, SAMHD1, IFIT3, IFIT1, IFI6, HLA-G, XAF1, RSAD2, IRF7, ISG15, IFITM3, STAT2, IFITM2, C19orf66, BST2, STAT1, IFI35, IFI27, ADAR"
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS,1.273679097630741e-4,0.08739561408242934,0.9430684594279525,1.8209667673982541,58,7,"IL1A, CD4, IL1B, PRKCQ"
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,4.973158033875058e-4,0.2878149428029749,0.49712729704597386,1.685343894399407,189,120,"ANK2, RPL38, RPL21, RPS29, RPS28, RPL35A, RPS21, RPL36, RPL27, RPL23, RPL5, RPL39, RPL9, RPL36A, RPL13, RPS27A, RPS16, RPL31, RPL37A, RPL26, RPL41, RPS18, RPS26, RPS6, RPS3A, RPL37, RPL23A, RPS13, RPL24, RPS15A, RPS12, RPL34, RPS27, RPL18, RPS25, RPL18A, RPL30, RPS24, RPL27A, SPCS2, RPS11, RPLP2, RPL17, RPL4, RPL13A, RPL15, RPS19, RPL32, RPL28, RPS20, RPL12, RPL19, RPL10A, RPS15, SEC61G, 
RPS10, RPL6, RPL14, RPL8, HSPA5, RPS14, RAB3GAP1, RPS8, RPS2, SRP19, RPL7, RPS5, RPL35, RPS23, PEX16, SRP72, RPS9, SPCS1, UBA52, FAU, VAPA, PPP1R15A, SSR3, RPL7A, RPLP0, RPS7, RPL10, RPL3, RPLP1, RPS3, RPL26L1"
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,5.592712029205245e-4,0.2878149428029749,0.5129863428699737,1.7014660714423182,217,103,"RPL38, RPL21, RPS29, RPS28, RPL35A, RPS21, RPL36, RPL27, RPL23, RPL5, RPL39, RPL9, RPL36A, RPL13, RPS27A, RPS16, RPL31, RPL37A, RPL26, RPL41, RPS18, RPS26, RPS6, RPS3A, RPL37, RPL23A, RPS13, RPL24, RPS15A, RPS12, RPL34, RPS27, RPL18, RPS25, RPL18A, RPL30, RPS24, RPL27A, SPCS2, RPS11, RPLP2, RPL17, RPL4, RPL13A, RPL15, RPS19, RPL32, RPL28, RPS20, RPL12, RPL19, RPL10A, RPS15, SEC61G, RPS10, 
RPL6, RPL14, RPL8, RPS14, RAB3GAP1, RPS8, RPS2, SRP19, RPL7, RPS5, RPL35, RPS23, SRP72, RPS9, SPCS1, UBA52, FAU, SSR3, RPL7A, RPLP0, RPS7, RPL10, RPL3, RPLP1, RPS3, RPL26L1, RPL11, SRPRB"
GO_DEFENSE_RESPONSE_TO_VIRUS,6.578001031146108e-4,0.3009070027247614,-0.5134973555343173,-1.6553048461773916,406,122,"CD40, CXCL10, IL6, MX2, OAS2, DMBT1, OAS3, IFITM1, IFI44L, TRIM22, MX1, OAS1, SAMHD1, OPRK1, TLR3, IFIT3, IFIT1, TRIM34, CARD9, DDX58, RSAD2, IRF7, ISG15, IFITM3, STAT2, PLSCR1, IFITM2, NLRC5, IFIH1, C19orf66, EIF2AK2, BST2, STAT1, IFIT5, GBP1, TRIM5, FAM111A, BCL2, DDX60, ADAR"
GO_OXIDATIVE_PHOSPHORYLATION,9.233014479947978e-4,0.38012320613945827,0.5463867411084837,1.7279743350821362,371,76,"NDUFC2-KCTD14, SNCA, UQCRHL, NDUFA12, NDUFAB1, COX5B, COX7B, CHCHD10, COX6C, NDUFA4, NDUFV2, NDUFS8, COX7C, NDUFA7, UQCRB, NDUFS5, NDUFA10, NDUFA6, NDUFAF1, COX5A, UQCR11, NDUFB5, CYCS, NDUFS6, CYC1, NDUFB1, NDUFB6, COX7A2L, NDUFS3, NDUFA3, NDUFA11, UQCRH, COX6A1, SDHC, FXN, UQCRC2, NDUFA13, NDUFA9, UQCRFS1, COX4I1, NDUFV1, NDUFB9, UQCRQ, COX8A, TAZ, COX6B1, NDUFA1"
