"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",0.324472864745774,0.321235865277459,0.324419840681479,0.34726187410592,0.348572932529179,0.351128254418915,0.313277674356551,0.312569650614529,0.315167907974629,0.332171853801459,0.339261205312303,0.33769700427451,0.319457296797889,0.319903451535647,0.319671125357805,0.305557433861434,0.305717642234733,0.308719132506849
"GO_CARDIAC_CHAMBER_DEVELOPMENT",0.0294901369609942,0.0291645035123239,0.0274007609235282,0.0629937201387888,0.050376335572543,0.0495814906609975,0.0521111347250734,0.0517572566114478,0.0557457947749138,0.0671118727949667,0.0580033377467839,0.0604037821746736,0.054710631317024,0.0550310901944641,0.0594962426887199,0.04196273895196,0.0368173846147406,0.0396785537311758
"GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY",0.123054617777926,0.112791938555302,0.111200475793538,0.126854268921846,0.104050941854961,0.0979191439656742,0.174205272935795,0.176432913253048,0.179730911879627,0.155211774615679,0.164858349379877,0.161813608019907,0.123890856475241,0.126525208083496,0.109234930424168,0.102052492800977,0.0708454753868574,0.0809575329587956
"GO_CIRCADIAN_RHYTHM",0.173741262997373,0.175184467141221,0.172974578626603,0.179687779454207,0.177118692010097,0.172836143972246,0.171854317018672,0.170076982974167,0.173105094234404,0.180236320968098,0.177769088599032,0.179330602247324,0.17215080456534,0.173303770645143,0.169989570105313,0.15771759207396,0.164157338178666,0.164323455390683
"GO_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING",0.115410995259496,0.118849395426322,0.115450318000076,-0.0401202905931149,-0.0151833741855438,-0.0349617097104247,0.013368773061918,-0.00177650521800368,0.00536426575191316,-0.00509450523175784,-0.0167257717178506,-0.013205719092665,0.00850220147878126,-0.00266430217828357,0.000848358446361905,-0.0384156007838126,-0.0418831169545806,-0.0362258888240489
"GO_SPINAL_CORD_DEVELOPMENT",-0.0433765702923351,-0.0453298092059483,-0.0465952083170066,0.0282169492724977,0.0218614519826194,0.0231103071825074,-0.0302270891241455,-0.0318449836662606,-0.0300827063930597,-0.00838092431246255,-0.00810346311031765,-0.0128216662810777,-0.0112216728948847,-0.0116733144737275,-0.00992929646322321,-0.0145934717478119,-0.00901683260907868,-0.00611081778033789
"GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.13709182838151,0.138950392289031,0.136240341366582,0.135923531144709,0.156395455884296,0.156449700026206,0.128873002165325,0.130979674372942,0.133225011594735,0.160996503337128,0.154378492381982,0.158096939181125,0.166817087176104,0.167714512760075,0.167314717856636,0.123519120578056,0.135451164016361,0.136379319930794
"GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS",0.199879580086723,0.193181145534912,0.201654479974379,0.259352125551735,0.241217367702222,0.240871627722326,0.215840513932147,0.20149231128065,0.20113449786008,0.301145561444131,0.289468645302908,0.292566828607828,0.193353432382909,0.186900514169901,0.182933071733616,0.11576671144977,0.111537342791512,0.113172246386922
"GO_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY",-0.0965130794527566,-0.104216314213251,-0.107299779990786,-0.0363440395892582,-0.0246069827692515,-0.0273032784039706,-0.0390419971378455,-0.0389102687310593,-0.0278359422443323,-0.081682614784241,-0.0828177766064526,-0.076448988551126,-0.077340447627663,-0.0802251347784486,-0.0859236447934325,0.0242382371964846,-0.00623816389919825,-0.00586287617585735
"GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",0.0328313573340285,0.0396014948048403,0.0320535550875311,0.0379411056783755,0.0374143128492393,0.0337920982386994,0.0151136151570656,0.0160757439063263,0.0210132051553065,0.0226617734305474,0.0255729229120444,0.0264083741079844,0.027662938585637,0.0287566064348856,0.0326087198626544,0.022123619104634,0.0167015506914639,0.014007918924359
