"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.314688135476552,0.32543358789047,0.314913270920617,0.307858447572111,0.29899982737845,0.298897823857153,0.301553009325093,0.299352382805757,0.295008721035323,0.306903562267166,0.307520334028999,0.306166058407088,0.289992707247678,0.28788697155044,0.289819459781037,0.298555997975387,0.287481896360296,0.283851465163546
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.388913825281706,0.393640596667359,0.392507241199237,0.364630015804923,0.358720416677692,0.359681984294023,0.379458620033344,0.384234864428774,0.38041010600979,0.355460449421217,0.353049347360436,0.351560068570911,0.383722843228424,0.379705379236002,0.380652907907769,0.404692528224104,0.395748551937715,0.39170221380736
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.32138776122469,0.32225926167314,0.321677564636425,0.30290428268807,0.295201913704669,0.289555836485265,0.306295796474969,0.305309763921319,0.298268246601237,0.317677760528911,0.317958222175033,0.311610906158568,0.304445032274324,0.302930502325922,0.30305326009299,0.298863339868545,0.280512568495754,0.283448044768063
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-0.0150306681505674,-0.0139181303903466,-0.0199371379369298,0.162414619574885,0.162728816984865,0.159253394447354,0.0354198344706281,0.0367606583022796,0.0309152310953408,0.132663415902502,0.134792226337297,0.125202717821804,-0.00813096242094021,-0.0249178277957196,-0.0162546917935986,0.0147974048617582,-0.00308482912804738,-0.00136896953464761
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.191959688220101,0.199317982361323,0.188866616606157,0.227104786061999,0.224371100158743,0.216776803569037,0.180826890103434,0.173652026274393,0.17860943622639,0.210367507972064,0.212078858565244,0.208535092842267,0.169338399625304,0.170719085191617,0.173069674178642,0.229282314832133,0.215550038489608,0.219654597266048
"KEGG_GALACTOSE_METABOLISM",0.279363077627964,0.286139921339738,0.28095985638428,0.270734588580043,0.258078003956161,0.262269431352014,0.244463363151775,0.247554911771915,0.24777944717251,0.28063571981697,0.277908914256556,0.276152739124997,0.284553795700015,0.283931918485455,0.288702695113852,0.240784606990176,0.228785314259173,0.230726565434217
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.043283539373486,0.0446259709426721,0.0336282335241491,0.216563021462336,0.216108459629364,0.212463964112825,0.0527577349903313,0.05127133015657,0.0502280957951687,0.0566023709473465,0.0709617655393836,0.063582165950045,0.0572223903583208,0.0449747032214656,0.0480240562423754,0.0697437615423253,0.0629185017949687,0.0591047021845603
"KEGG_FATTY_ACID_METABOLISM",0.243672756300007,0.24083982561803,0.239156731326905,0.272980422939796,0.253086138474256,0.250928620378185,0.239395810049849,0.237706440000725,0.23110415590177,0.204811963436158,0.196657163589682,0.196871863909364,0.246852716480831,0.241046106223854,0.242495040203376,0.256167682866554,0.246921416146565,0.241940201777645
"KEGG_STEROID_BIOSYNTHESIS",0.274528365001014,0.266024976396444,0.266336918679088,0.293582247947562,0.250849939867344,0.248316718867552,0.241670642583298,0.215477187697163,0.209796795555804,0.331045861040994,0.312984729431962,0.314231202112494,0.332659274229372,0.316312202898511,0.311125600815679,0.335915304283458,0.295539416311393,0.29978933842809
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.0793164113721737,0.0630563292799588,0.0628009146359794,-0.00758159605439596,-0.0209726590818696,-0.0198610634459321,0.0812380780552273,0.101840427475455,0.0978721576615296,0.00994168056559993,0.00702198038652525,-0.00364260816759738,-0.00426602590277711,-0.00771050181325282,-0.0102490159139984,0.069919855327574,0.0451977689823008,0.0619927936567146
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",-0.0979744923263301,-0.0771049190016265,-0.0978885188224251,0.0269361823290812,0.0292806758582256,0.0275836653818029,-0.103628413672707,-0.100182190881678,-0.107568492490548,0.0521032543694894,0.0528986964027234,0.0500094570518991,-0.113525629204842,-0.122360598532765,-0.104009296019498,-0.0164650128974642,-0.0279801390174413,-0.0319407573924781
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.393315857757437,0.39526186173994,0.397731749078648,0.386503082736334,0.383007511038986,0.380633948201988,0.393756093043417,0.393890111339862,0.390911669879774,0.378899052768756,0.378157484023525,0.376499616906991,0.379528903893037,0.378901898325646,0.381128249131852,0.400651376828358,0.397790926862986,0.398081807738491
"KEGG_PURINE_METABOLISM",0.187633063232468,0.186518847544284,0.187988418270892,0.193172172026956,0.187289553776973,0.187490022480006,0.216473786562172,0.218026415760028,0.214413046893525,0.17406340506477,0.178257766248859,0.1751069645825,0.174126413057546,0.174073613587669,0.171859150609141,0.18266134491669,0.175166235187587,0.172654417347228
"KEGG_PYRIMIDINE_METABOLISM",0.25180687738946,0.248928424846144,0.251941761696211,0.251558947882852,0.246727560909812,0.247540352152887,0.270766706926384,0.272673839283408,0.270499172047368,0.239554929640326,0.244543752388236,0.243479051268626,0.249240065496214,0.249053818897431,0.247117432918612,0.248615188309121,0.237653224292281,0.236893616479275
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.165680532385212,0.172493094930208,0.170364069373579,0.174954109762387,0.192407928931425,0.193691706777509,0.121062436579241,0.121418027960489,0.120528122793209,0.174397995184978,0.187807093635068,0.187519119149615,0.165124853775762,0.168774263352106,0.170595741905621,0.16577058189995,0.164247965457309,0.162937851873473
